,storename,address,loncationdetail,lon,lat,city,province,district,township,geometry
138,无锡融创茂店,无锡市滨湖区万达文化旅游城66号1楼1065号商铺,"120.279556,31.451766",120.279556,31.451766,无锡市,江苏省,滨湖区,雪浪街道,POINT (120.279556 31.451766)
139,福州红星餐厅,福州市仓山浦上大道198号红星国际广场1FC03铺,"119.279057,26.040277",119.279057,26.040277,福州市,福建省,仓山区,金山街道,POINT (119.279057 26.040277)
140,北京五道口店,北京市海淀区成府路35号华清嘉园7号楼1楼,"116.333433,39.992376",116.333433,39.992376,北京市,北京市,海淀区,中关村街道,POINT (116.333433 39.992376)
141,上海松江万达,上海市松江区广富林路658弄万达广场1039号商铺,"121.243386,31.058808",121.243386,31.058808,上海市,上海市,松江区,中山街道,POINT (121.243386 31.058808)
142,南昌盈石广场,江西省南昌市西湖区丁公路120号乐盈购物中心3号楼1311号,"115.912747,28.670801",115.912747,28.670801,南昌市,江西省,西湖区,丁公路街道,POINT (115.912747 28.670801)
143,无锡硕放机场,江苏省无锡市新吴区苏南硕放国际机场候机楼ARR - F - 2商铺,"120.433990,31.498795",120.43399,31.498795,无锡市,江苏省,新吴区,硕放街道,POINT (120.43399 31.498795)
144,济南和瑞广场餐厅,济南市历下区和平路与二环东路交叉路口和瑞广场一层汉堡王,"117.071786,36.661258",117.071786,36.661258,济南市,山东省,历下区,甸柳街道,POINT (117.071786 36.661258)
145,宁波印象城店,宁波印象城店鄞州区钱湖北路288号印象城B1层B1 - 01室。,"121.566447,29.833000",121.566447,29.833,宁波市,浙江省,鄞州区,中河街道,POINT (121.566447 29.833)
146,苏州圆融时代广场,苏州N6区域D幢苏州工业园区,"120.727028,31.324679",120.727028,31.324679,苏州市,江苏省,苏州工业园区,斜塘街道,POINT (120.727028 31.324679)
147,南京泰山路,江苏省南京市建邺区河西大街66号河西一号街区,"118.736104,31.989027",118.736104,31.989027,南京市,江苏省,建邺区,建邺区新城科技园,POINT (118.736104 31.989027)
148,成都青白江,四川省成都市青白江区凤凰西六路1号英祥商业广场一楼1121、1122、1123、1125、1156号,"104.261026,30.891414",104.261026,30.891414,成都市,四川省,青白江区,大弯街道,POINT (104.261026 30.891414)
149,南通圆融店,崇川区工农路与青年路交汇处圆融广场地下一层B129 - A号。,"120.885496,32.004084",120.885496,32.004084,南通市,江苏省,崇川区,学田街道,POINT (120.885496 32.004084)
150,武汉江汉路,武汉市江岸区江汉路104号步行街购物中心2楼1号,"114.291226,30.581228",114.291226,30.581228,武汉市,湖北省,江汉区,[],POINT (114.291226 30.581228)
151,兰州西客站汉堡王餐厅,兰州市七里河区兰州西客站出发层商业西夹层,"103.751750,36.067707",103.75175,36.067707,兰州市,甘肃省,七里河区,西站街道,POINT (103.75175 36.067707)
152,天津机场餐厅,天津市东丽区滨海国际机场T2航站楼东侧浮岛CYT2-3,"117.362129,39.131206",117.362129,39.131206,天津市,天津市,东丽区,金桥街道,POINT (117.362129 39.131206)
153,昆明滇池路,昆明市西山区滇池路663号,"102.681237,25.009301",102.681237,25.009301,昆明市,云南省,西山区,福海街道,POINT (102.681237 25.009301)
154,南京新街口2#,白下区汉中路1号南京国际金融中心地下一层,"118.782996,32.040865",118.782996,32.040865,南京市,江苏省,秦淮区,五老村街道,POINT (118.782996 32.040865)
155,东莞潮汇新城店,东莞市东城区东城中路潮汇星城1095-1098、2126号铺,"113.773395,23.025771",113.773395,23.025771,东莞市,广东省,[],东城街道,POINT (113.773395 23.025771)
156,深圳机场T3（四楼出发厅）,深圳市宝安区宝安国际机场T3航站楼4S-01-02号商铺,"113.812965,22.625032",113.812965,22.625032,深圳市,广东省,宝安区,深圳市宝安国际机场,POINT (113.812965 22.625032)
157,沈阳积家店,辽宁省沈阳市沈北新区道义南大街33号积家购物中心1L 北门,"123.400250,41.921130",123.40025,41.92113,沈阳市,辽宁省,沈北新区,道义街道,POINT (123.40025 41.92113)
158,宁波星海广场店,"宁波市海曙区星海广场5号楼1-2,1-9,1-8号。","121.519093,29.894941",121.519093,29.894941,宁波市,浙江省,海曙区,望春街道,POINT (121.519093 29.894941)
159,西安首创奥莱餐厅,西安市高新区细柳街办细柳路首创奥特莱斯一楼F1-B38汉堡王,"108.898716,34.216575",108.898716,34.216575,西安市,陕西省,雁塔区,丈八沟街道,POINT (108.898716 34.216575)
160,杭州良渚永旺梦乐城,杭州市余杭区良渚街道古墩路1888号一层区域 No.T155、156b。,"120.058617,30.360995",120.058617,30.360995,杭州市,浙江省,余杭区,良渚街道,POINT (120.058617 30.360995)
161,东莞汇一城店,东莞市南城区鸿福路200号首层（国际汇一城）CS1-019、CS1-020、BHSCJ-01号,"113.755074,23.007219",113.755074,23.007219,东莞市,广东省,[],南城街道,POINT (113.755074 23.007219)
162,江阴飞马水城,江苏省无锡市江阴市新桥镇新郁中路飞马水城购物中心1118-1119商铺,"120.503823,31.800804",120.503823,31.800804,无锡市,江苏省,江阴市,新桥镇,POINT (120.503823 31.800804)
163,湘潭天虹百货店,湘潭市岳塘区福星中路与双拥北路交汇处天虹百货L1001号商铺,"112.943209,27.849229",112.943209,27.849229,湘潭市,湖南省,岳塘区,红旗街道,POINT (112.943209 27.849229)
164,上海宝山经纬汇,上海市宝山区经地路99弄“紫荆谷+”商业项目9栋第1层11/12号,"121.398544,31.329334",121.398544,31.329334,上海市,上海市,宝山区,大场镇,POINT (121.398544 31.329334)
165,亦庄大族广场店,北京经济技术开发区荣华南路2号院8号楼大族购物中心F2-13汉堡王,"116.517910,39.781743",116.51791,39.781743,北京市,北京市,大兴区,北京经济技术开发区,POINT (116.51791 39.781743)
166,沈阳星摩尔三楼,沈阳市铁西区兴华街北二中路6号沈阳星摩尔购物广场三楼,"123.376379,41.808561",123.376379,41.808561,沈阳市,辽宁省,铁西区,笃工街道,POINT (123.376379 41.808561)
167,宁波银泰店,"宁波银泰店首南街道天童南路1088号环球银泰城店,建筑物1层148铺位。","121.542334,29.797616",121.542334,29.797616,宁波市,浙江省,鄞州区,首南街道,POINT (121.542334 29.797616)
168,威海威高店,山东省威海市环翠区新威路17号威高购物中心一层,"122.123160,37.504649",122.12316,37.504649,威海市,山东省,环翠区,环翠楼街道,POINT (122.12316 37.504649)
169,成都华宇,成都市锦江区上沙河铺街789号华宇广场购物中心LG-012、LG-013、LG-016、LG-017号商铺,"104.121140,30.622160",104.12114,30.62216,成都市,四川省,锦江区,沙河街道,POINT (104.12114 30.62216)
170,武汉金禾时尚,湖北省武汉市洪山区徐东大街191号武汉青扬城市广场商业办公综合楼1层6号,"114.364461,30.576738",114.364461,30.576738,武汉市,湖北省,洪山区,梨园街道,POINT (114.364461 30.576738)
171,天津武清创意米兰餐厅,天津市武清区前进道与泉旺路交口创意米兰购物广场 070#（西入口）,"117.041501,39.366078",117.041501,39.366078,天津市,天津市,武清区,运河西街道,POINT (117.041501 39.366078)
172,厦门SM-2（新生活广场）,厦门市思明区嘉禾路399号SM新生活广场三楼C319,"118.124891,24.500306",118.124891,24.500306,厦门市,福建省,思明区,筼筜街道,POINT (118.124891 24.500306)
173,鞍山新玛特店,辽宁省鞍山市铁东区胜利南路42号D02,"122.996355,41.112078",122.996355,41.112078,鞍山市,辽宁省,铁东区,站前街道,POINT (122.996355 41.112078)
174,南京高淳富克斯,南京市高淳区富克斯流行广场1楼,"118.869955,31.323689",118.869955,31.323689,南京市,江苏省,高淳区,淳溪镇,POINT (118.869955 31.323689)
175,长春吾悦广场餐厅,吉林省长春市绿园区皓月大路新城吾悦广场一楼,"125.272895,43.888809",125.272895,43.888809,长春市,吉林省,绿园区,春城街道,POINT (125.272895 43.888809)
176,临沂豪森店,山东省临沂市兰山区通达路与砚池街交汇处豪森丽都一层,"118.330514,35.070803",118.330514,35.070803,临沂市,山东省,兰山区,兰山街道,POINT (118.330514 35.070803)
177,深圳布吉龙珠商城,深圳市龙岗区龙岗大道102号保兴大厦东林教育龙珠商城L1-106/107铺位,"114.123551,22.602725",114.123551,22.602725,深圳市,广东省,龙岗区,布吉街道,POINT (114.123551 22.602725)
178,北京力宝华联,北京经济技术开发区荣华中路8号院1号楼华联力宝购物中心一层F1-45,"116.501268,39.804705",116.501268,39.804705,北京市,北京市,大兴区,北京经济技术开发区,POINT (116.501268 39.804705)
179,真如星光耀购物中心,上海市曹杨路 1888 弄 4、6-9、11、12、15-18、20号,"121.417930,31.236840",121.41793,31.23684,上海市,上海市,普陀区,长风新村街道,POINT (121.41793 31.23684)
180,惠州环湖三路（惠州方直广场）,惠州市惠城区环湖三路方直广场购物中心一层,"114.429884,23.066086",114.429884,23.066086,惠州市,广东省,惠城区,河南岸街道,POINT (114.429884 23.066086)
181,南京马台街,南京市鼓楼区马台街91号溢佰份购物中心1楼F113、F115号商铺,"118.773798,32.071443",118.773798,32.071443,南京市,江苏省,鼓楼区,湖南路街道,POINT (118.773798 32.071443)
182,南通时尚街,江苏省南通市崇川区环城南路1号汉堡王餐厅,"120.867997,32.013906",120.867997,32.013906,南通市,江苏省,崇川区,和平桥街道,POINT (120.867997 32.013906)
183,郑州健康路天下城,郑州市金水区健康路与优胜北路交叉口向南100米路西街铺,"113.664046,34.769176",113.664046,34.769176,郑州市,河南省,金水区,大石桥街道,POINT (113.664046 34.769176)
184,上海正大,陆家嘴西168号正大广场,"121.499146,31.236729",121.499146,31.236729,上海市,上海市,浦东新区,陆家嘴街道,POINT (121.499146 31.236729)
185,常州龙湖天街,"常州市钟楼区勤业路295号常州龙城天街01-1F-44b,01-1F-45b号房屋","119.934600,31.782558",119.9346,31.782558,常州市,江苏省,钟楼区,五星街道,POINT (119.9346 31.782558)
186,杭州宁成大厦,杭州市市心北路 2000 号归谷大厦 1 层 1F-05 号商铺,"120.268522,30.209273",120.268522,30.209273,杭州市,浙江省,萧山区,宁围街道,POINT (120.268522 30.209273)
187,建业凯旋广场,河南省洛阳市西工区中州中路与玻璃厂路交汇处建业凯旋广场负一层,"112.449295,34.674538",112.449295,34.674538,洛阳市,河南省,西工区,西工街道,POINT (112.449295 34.674538)
188,威海时光城餐厅,山东省威海市高技区宫松岭路威高花园235号L-F115,"122.103440,37.523862",122.10344,37.523862,威海市,山东省,环翠区,怡园街道,POINT (122.10344 37.523862)
189,北京南站地上餐厅,北京市丰台区北京南站高架层南侧,"116.378676,39.864838",116.378676,39.864838,北京市,北京市,丰台区,右安门街道,POINT (116.378676 39.864838)
190,杭州文一西路（西溪首座）,杭州市西湖区文一西路588号西溪首座,"120.081752,30.287633",120.081752,30.287633,杭州市,浙江省,西湖区,蒋村街道,POINT (120.081752 30.287633)
191,渔湾路（珠海海韵城）,珠海市香洲区渔湾路城建海韵城A区一层L1-3，L1-4铺,"113.589625,22.281813",113.589625,22.281813,珠海市,广东省,香洲区,香湾街道,POINT (113.589625 22.281813)
192,北京丰葆路餐厅,北京市丰台区丰葆路88号院1号楼410,"116.292410,39.817663",116.29241,39.817663,北京市,北京市,丰台区,花乡乡,POINT (116.29241 39.817663)
193,天津宝龙城市广场,天津市滨海新区 新港路新华路立交桥南侧宝龙国际中心展示厅1F-070/071/072,"117.674825,39.011931",117.674825,39.011931,天津市,天津市,滨海新区,于家堡街道,POINT (117.674825 39.011931)
194,北京大成路店,北京市丰台区大成路8号翠微百货一层F1-F16汉堡王,"116.265250,39.888414",116.26525,39.888414,北京市,北京市,丰台区,卢沟桥街道,POINT (116.26525 39.888414)
195,呼和浩特亚辰七彩城店,内蒙古呼和浩特市玉泉区公园西路与大学西街交汇处西北角亚辰七彩城一层F1010商铺,"111.663036,40.803507",111.663036,40.803507,呼和浩特市,内蒙古自治区,玉泉区,大南街街道,POINT (111.663036 40.803507)
196,济南开元广场,山东省济南市趵突泉北路1号开元广场一层汉堡王餐厅,"117.016554,36.671286",117.016554,36.671286,济南市,山东省,历下区,泉城路街道,POINT (117.016554 36.671286)
197,青岛水悦城餐厅,青岛市城阳区正阳路177号水悦城购物中心23号楼3号商铺,"120.403496,36.306259",120.403496,36.306259,青岛市,山东省,城阳区,城阳街道,POINT (120.403496 36.306259)
198,天津秀谷广场,天津市滨海新区塘沽津塘公路秀谷商业广场一层,"117.656847,39.031696",117.656847,39.031696,天津市,天津市,滨海新区,杭州道街道,POINT (117.656847 39.031696)
199,定州大世界店,河北省保定市定州市中山路大世界综合体一层,"115.008142,38.503630",115.008142,38.50363,保定市,河北省,定州市,南城区街道,POINT (115.008142 38.50363)
200,杭州萧山万象汇,杭州市萧山区北干街道金城路927号的杭州萧山万象汇购物中心项目B1层B109号商铺,"120.258587,30.180807",120.258587,30.180807,杭州市,浙江省,萧山区,北干街道,POINT (120.258587 30.180807)
201,南京浦口市民中心（天浦路）,南京市浦口区市民中心A栋1楼9号,"118.625826,32.067154",118.625826,32.067154,南京市,江苏省,浦口区,江浦街道,POINT (118.625826 32.067154)
202,郑州二七万达汉堡王,郑州市二七万达广场173-175号,"113.602050,34.747100",113.60205,34.7471,郑州市,河南省,中原区,中原西路街道,POINT (113.60205 34.7471)
203,武汉SOGO,湖北省武汉市解放大道374号SOGO购物广场,"114.274750,30.581720",114.27475,30.58172,武汉市,湖北省,江汉区,万松街街道,POINT (114.27475 30.58172)
204,北京诚盈餐厅,北京市朝阳区来广营西路1号诚盈中心3号楼汉堡王,"116.466010,40.021010",116.46601,40.02101,北京市,北京市,朝阳区,来广营镇,POINT (116.46601 40.02101)
205,君欣广场,上海市杨浦区控江路1777号君欣时代广场一层5号铺位。,"121.514180,31.273465",121.51418,31.273465,上海市,上海市,杨浦区,江浦路街道,POINT (121.51418 31.273465)
206,南京清江苏宁,南京市江东北路清凉门大街苏宁广场1楼,"118.741058,32.045209",118.741058,32.045209,南京市,江苏省,鼓楼区,凤凰街道,POINT (118.741058 32.045209)
207,晋江SM店,晋江市罗山福埔SM国际城市广场地下一层78-80号,"118.567026,24.790885",118.567026,24.790885,泉州市,福建省,晋江市,青阳街道,POINT (118.567026 24.790885)
208,电子世界,深圳福田区华强北街道华强广场B座一层H区H1001-H1002铺位,"114.085610,22.543106",114.08561,22.543106,深圳市,广东省,福田区,华强北街道,POINT (114.08561 22.543106)
209,成都东站2店,成都市成华区东客站高架层GC03号（候车大厅）,"104.140390,30.629493",104.14039,30.629493,成都市,四川省,成华区,保和街道,POINT (104.14039 30.629493)
210,保定万博店,河北省保定市朝阳北大街99号万博广场一二层,"115.469685,38.876422",115.469685,38.876422,保定市,河北省,竞秀区,东风街道,POINT (115.469685 38.876422)
